,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
8268,,5.0,125.0,25.0,,0,0,3,1.0,0,8.0,0,22.4,4,45.0,2098.0,5.5
8269,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,23.0,4,45.0,2119.0,5.5
8270,,5.0,115.0,23.0,,0,0,3,1.0,0,5.0,0,25.22,4,45.0,622.0,7.5
8271,,5.0,125.0,25.0,,0,0,3,1.0,0,8.0,0,21.2,4,45.0,2099.0,5.5
8272,,5.0,100.0,20.0,,0,0,3,1.0,0,7.0,0,38.0,4,45.0,1450.0,10.5
8273,3.0,5.0,184.0,17.0,3.0,1,1,14,1.0,1,1.0,1,30.43,2,5.0,1876.0,5.5
8274,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,31.0,4,45.0,803.0,5.5
8275,,5.0,90.0,18.0,,0,0,3,1.0,0,6.0,0,30.56,4,45.0,1076.0,5.5
8276,3.0,4.0,65.0,,3.0,0,0,14,,0,,0,115.38,1,28.0,3.0,21.0
8277,,,100.0,,,0,0,2,,0,,0,35.5,4,45.0,2134.0,7.5
8278,,,100.0,,,0,0,2,,0,,0,39.0,4,45.0,1764.0,7.5
8279,,,100.0,,,0,0,2,,0,,0,32.5,4,45.0,1824.0,8.0
8280,,5.0,100.0,20.0,,0,0,2,,0,,0,32.5,4,45.0,1724.0,7.5
8281,,,100.0,,,0,0,2,,0,,0,32.5,4,45.0,1724.0,7.5
8282,,5.0,100.0,20.0,,0,0,2,,0,1.0,0,33.5,4,45.0,1981.0,7.5
8283,,,100.0,,,0,0,2,,0,,0,33.0,4,45.0,1715.0,7.5
8284,,5.0,100.0,20.0,,0,0,2,1.0,0,7.0,0,31.2,4,45.0,1960.0,7.5
8285,,5.0,100.0,20.0,,0,0,2,,0,,0,38.5,4,45.0,2134.0,7.5
8286,,,100.0,,,0,0,2,,0,,0,37.5,4,45.0,2134.0,7.5
8287,,,156.0,,,0,0,2,,0,,0,60.26,4,45.0,1802.0,11.0
8288,,,156.0,,,0,0,2,1.0,0,,0,60.26,4,45.0,1802.0,11.0
8289,,,200.0,,,0,0,2,,0,,0,45.0,4,45.0,1802.0,11.0
8290,,5.0,100.0,20.0,,0,0,2,,0,,0,31.5,4,45.0,1724.0,7.5
8291,,,100.0,,,0,0,2,,0,,0,32.5,4,45.0,1724.0,7.5
8292,,,200.0,,,0,0,2,,0,,0,45.0,4,45.0,1802.0,11.0
8293,,,207.0,,,0,0,2,,0,,0,22.22,4,45.0,1802.0,11.0
8294,,,100.0,,,0,0,2,,0,,0,36.0,4,45.0,1824.0,8.0
8295,,,100.0,,,0,0,2,,0,,0,22.5,4,45.0,2135.0,5.5
8296,,5.0,100.0,20.0,,0,0,2,,0,,0,25.5,6,38.0,868.0,15.0
8297,,,500.0,,,0,0,2,,0,,0,8.8,4,45.0,1802.0,11.0
8298,,,156.0,,,0,0,2,,0,,0,60.26,4,45.0,1802.0,11.0
8299,,5.0,100.0,20.0,,0,0,2,1.0,0,2.0,0,36.5,4,45.0,1955.0,7.5
8300,,,200.0,,,0,0,2,,0,,0,45.25,4,45.0,1802.0,11.0
8301,,,100.0,,,0,0,2,,0,,0,36.0,4,45.0,1824.0,8.0
8302,3.0,7.0,150.0,20.0,2.0,0,0,14,1.0,0,7.0,0,47.33,6,39.0,1660.0,7.5
8303,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,1.0,0,70.0,4,45.0,1986.0,7.5
8304,,5.0,124.0,25.0,,0,0,2,1.0,0,6.0,0,22.58,6,39.0,2054.0,6.0
8305,3.0,4.0,72.0,18.0,1.0,0,0,2,1.0,0,4.0,0,50.0,5,30.0,1908.0,5.5
8306,8.0,16.0,416.0,26.0,3.0,0,0,8,1.0,0,8.0,0,34.86,6,39.0,1693.0,3.0
8307,3.0,5.0,95.0,19.0,3.0,0,0,14,1.0,0,2.0,0,68.42,6,37.0,428.0,11.5
8308,,5.0,100.0,19.0,,0,0,2,1.0,0,7.0,0,94.0,4,45.0,1726.0,21.0
8309,,11.0,176.0,15.0,,0,0,2,1.0,0,5.0,0,90.91,1,27.0,2014.0,5.5
8310,3.0,10.0,192.0,19.0,3.0,0,0,8,1.0,0,3.0,0,80.73,6,37.0,1519.0,4.5
8311,,10.0,200.0,20.0,,0,0,2,1.0,0,8.0,0,162.5,6,36.0,322.0,15.0
8312,10.0,4.0,106.0,23.0,5.0,0,0,14,1.0,0,4.0,0,235.85,3,11.0,1146.0,16.0
8313,,5.0,100.0,20.0,,0,0,2,1.0,0,6.0,0,160.0,5,34.0,1523.0,15.0
8314,2.0,6.0,60.0,10.0,2.0,0,0,9,1.0,0,1.0,0,45.0,5,29.0,1544.0,6.0
8315,52.0,9.0,208.0,23.0,12.0,0,0,1,1.0,0,8.0,0,365.38,5,33.0,509.0,7.5
8316,2.0,5.0,50.0,10.0,2.0,0,0,14,1.0,0,5.0,0,72.0,5,34.0,127.0,10.5
8317,4.0,4.0,70.0,17.0,4.0,0,0,2,,0,1.0,0,84.29,1,28.0,824.0,5.5
8318,6.0,5.0,95.0,19.0,3.0,0,0,2,1.0,0,4.0,0,210.53,1,19.0,712.0,9.0
8319,15.0,10.0,250.0,25.0,3.0,0,0,14,1.0,0,1.0,0,74.0,6,37.0,221.0,15.0
8320,,4.0,170.0,44.0,,0,0,2,1.0,0,3.0,0,11.18,6,38.0,822.0,6.0
8321,,5.0,91.0,18.0,,0,0,2,1.0,0,3.0,0,42.86,6,38.0,848.0,6.0
8322,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,40.0,4,45.0,,7.0
8323,,8.0,171.0,20.0,,0,0,2,1.0,0,8.0,0,99.42,1,19.0,1047.0,6.0
8324,3.0,5.0,120.0,24.0,3.0,0,0,14,1.0,0,7.0,0,65.0,4,45.0,2005.0,7.5
8325,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,45.0,6,38.0,848.0,6.0
8326,,8.0,159.0,20.0,,0,0,2,1.0,0,2.0,0,43.4,6,38.0,868.0,15.0
8327,,9.0,162.0,18.0,,0,0,2,1.0,0,6.0,0,77.16,5,34.0,1652.0,5.5
8328,3.0,5.0,101.0,21.0,3.0,0,0,14,1.0,0,2.0,0,67.33,4,45.0,1960.0,7.5
8329,26.0,12.0,257.0,21.0,9.0,1,1,12,1.0,1,1.0,1,110.89,5,30.0,829.0,10.0
8330,2.0,4.0,58.0,13.0,1.0,0,0,14,1.0,0,4.0,0,68.1,1,17.0,1035.0,5.5
8331,,4.0,118.0,26.0,,0,0,2,1.0,0,6.0,0,44.92,6,36.0,1233.0,7.0
8332,,5.0,100.0,20.0,,0,0,12,1.0,0,2.0,0,174.0,5,33.0,1159.0,5.5
8333,,5.0,70.0,15.0,,0,0,2,1.0,0,1.0,0,62.14,5,30.0,703.0,7.5
8334,,14.0,145.0,11.0,,0,0,2,1.0,0,7.0,0,54.48,6,37.0,1569.0,6.0
8335,3.0,4.0,64.0,16.0,2.0,0,0,14,1.0,0,4.0,0,60.94,1,28.0,1406.0,7.5
8336,,6.0,126.0,20.0,,0,0,2,1.0,0,2.0,0,65.48,5,35.0,1795.0,5.5
8337,,5.0,99.0,18.0,,0,0,2,1.0,0,1.0,0,35.86,4,40.0,1925.0,7.0
8338,3.0,7.0,108.0,16.0,2.0,0,0,14,1.0,0,7.0,0,52.78,4,42.0,1696.0,7.5
8339,,5.0,105.0,21.0,,0,0,2,1.0,0,7.0,0,42.86,6,37.0,1602.0,7.5
8340,,4.0,67.0,15.0,,0,0,2,1.0,0,3.0,0,37.01,6,39.0,1390.0,7.5
8341,5.0,6.0,69.0,12.0,4.0,0,0,14,1.0,0,8.0,0,81.16,6,37.0,1694.0,7.5
8342,4.0,8.0,220.0,26.0,4.0,0,0,14,1.0,0,7.0,0,129.55,1,27.0,962.0,7.0
8343,6.0,5.0,110.0,22.0,3.0,0,0,14,1.0,0,5.0,0,75.45,6,36.0,761.0,10.5
8344,,6.0,90.0,15.0,,0,0,2,1.0,0,5.0,0,28.89,6,39.0,1693.0,3.0
8345,,5.0,100.0,20.0,,0,0,2,,0,,0,36.0,4,45.0,1880.0,10.0
8346,,5.0,100.0,20.0,,0,0,2,,0,2.0,0,36.5,4,45.0,1955.0,7.5
8347,,5.0,100.0,20.0,,0,0,2,,0,,0,35.5,4,45.0,1764.0,7.5
8348,,5.0,100.0,20.0,,0,0,2,1.0,0,7.0,0,31.2,4,45.0,1960.0,7.5
8349,,,90.0,,,0,0,3,,0,,0,29.44,4,45.0,1030.0,7.5
8350,,5.0,100.0,20.0,,0,0,2,,0,,0,37.0,4,45.0,657.0,7.5
8351,,,100.0,,,0,0,2,,0,,0,34.0,4,45.0,1960.0,7.5
8352,,,100.0,,,0,0,2,,0,,0,36.5,4,45.0,1955.0,7.5
8353,,,122.0,,,0,0,2,,0,,0,33.2,4,45.0,1980.0,7.5
8354,,,100.0,,,0,0,2,,0,,0,32.0,4,45.0,1960.0,7.5
8355,,,100.0,,,0,0,2,,0,3.0,0,37.5,4,45.0,1766.0,7.5
8356,,,100.0,,,0,0,2,,0,7.0,0,37.5,4,45.0,1764.0,7.5
8357,,5.0,100.0,20.0,,0,0,2,,0,,0,32.5,4,45.0,1957.0,7.5
8358,,,200.0,,,0,0,2,,0,,0,44.0,4,45.0,1802.0,11.0
8359,,,100.0,,,0,0,2,,0,,0,32.5,4,45.0,1724.0,7.5
8360,,,90.0,,,0,0,5,1.0,0,,0,29.44,4,45.0,1030.0,7.5
8361,,5.0,100.0,20.0,,0,0,2,,0,1.0,0,35.5,4,45.0,1764.0,7.5
8362,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,34.0,4,45.0,1715.0,7.5
8363,3.0,5.0,100.0,,1.0,0,0,14,,0,,0,41.0,3,15.0,1495.0,5.0
8364,2.0,,60.0,,30.0,1,1,15,1.0,1,3.0,1,50.0,5,33.0,1692.0,15.0
8365,2.0,,80.0,,20.0,1,1,15,1.0,1,,1,62.5,1,26.0,150.0,12.0
8366,3.0,6.0,113.0,18.0,2.0,0,0,8,,0,,0,101.77,5,35.0,332.0,7.5
8367,2.0,5.0,75.0,,2.0,0,0,14,,0,,0,40.67,4,41.0,2081.0,5.5
8368,,4.5,90.0,20.0,,0,0,2,1.0,1,5.0,0,138.89,1,18.0,1549.0,7.0
8369,2.0,4.82,113.0,21.5,1.0,1,1,14,1.0,1,6.0,1,247.79,1,21.0,1540.0,10.5
8370,2.0,10.0,200.0,20.0,1.0,1,1,14,1.0,1,1.0,1,76.0,3,7.0,833.0,15.0
8371,3.0,4.5,90.0,20.0,3.0,1,1,14,1.0,1,1.0,1,82.78,3,7.0,833.0,15.0
8372,3.0,6.1,96.0,,2.0,1,1,14,1.0,1,4.0,1,239.58,1,18.0,524.0,9.0
8373,3.0,4.0,67.0,16.0,3.0,1,1,14,1.0,1,8.0,1,186.57,1,18.0,1183.0,9.0
8374,,15.0,375.0,25.0,,0,0,2,1.0,1,1.0,0,116.0,1,16.0,1108.0,48.0
8375,2.0,7.5,187.0,22.0,1.0,1,1,14,1.0,1,3.0,0,117.65,1,28.0,1217.0,15.0
8376,,5.0,125.0,25.0,,0,0,2,1.0,1,1.0,0,132.0,1,16.0,1108.0,48.0
8377,2.0,5.0,90.0,18.0,1.0,1,1,14,1.0,1,6.0,1,77.78,1,27.0,2038.0,7.5
8378,4.0,7.0,140.0,20.0,3.0,1,1,2,1.0,1,2.0,1,210.0,6,36.0,1692.0,15.0
8379,,4.5,99.0,22.0,,0,0,2,1.0,1,5.0,0,95.96,1,26.0,212.0,5.5
8380,4.0,6.5,162.0,25.0,3.0,1,1,14,1.0,1,2.0,1,79.63,5,30.0,829.0,10.0
8381,3.0,12.0,450.0,37.0,1.0,1,1,14,1.0,1,3.0,1,142.22,1,17.0,462.0,21.0
8382,,5.0,93.0,18.7,,0,0,2,1.0,1,7.0,0,35.48,2,5.0,449.0,5.5
8383,9.0,5.0,117.0,23.0,9.0,1,1,14,1.0,1,5.0,1,405.98,1,24.0,1146.0,16.0
8384,3.0,4.5,89.0,20.0,3.0,1,1,14,1.0,1,3.0,1,213.48,1,19.0,1009.0,14.0
8385,3.0,6.9,158.0,22.0,2.0,1,1,14,1.0,1,8.0,1,259.49,1,21.0,1540.0,10.5
8386,2.0,8.25,225.0,27.0,1.0,1,1,14,1.0,1,6.0,1,66.67,5,35.0,1488.0,5.5
8387,2.0,4.0,56.0,14.0,2.0,1,1,14,1.0,1,8.0,1,60.71,5,32.0,461.0,3.75
8388,3.0,5.7,80.0,14.0,3.0,1,1,14,1.0,1,8.0,1,193.75,1,25.0,605.0,10.5
8389,,10.0,250.0,25.0,,0,0,2,1.0,1,2.0,0,112.0,3,9.0,1108.0,48.0
8390,,5.0,150.0,26.0,,0,0,2,1.0,1,6.0,0,62.0,6,39.0,1612.0,15.0
8391,,15.0,312.0,21.0,,0,0,2,1.0,1,6.0,0,256.41,5,32.0,638.0,15.0
8392,,5.0,125.0,25.0,,0,0,2,1.0,1,5.0,0,92.0,3,8.0,1108.0,48.0
8393,,5.0,125.0,25.0,,0,0,2,1.0,1,5.0,0,80.0,3,8.0,1108.0,48.0
8394,4.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,3.0,1,95.0,3,8.0,678.0,7.5
8395,2.0,12.0,338.0,27.0,1.0,1,1,14,1.0,1,8.0,1,189.35,1,24.0,605.0,10.5
8396,,5.0,125.0,25.0,,0,0,2,1.0,0,2.0,0,100.0,3,9.0,1108.0,48.0
8397,,5.0,125.0,25.0,,0,0,2,1.0,1,2.0,0,80.0,3,8.0,1108.0,48.0
8398,,15.0,390.0,26.0,,0,0,2,1.0,1,2.0,0,100.0,3,8.0,1108.0,48.0
8399,56.0,10.0,210.0,21.0,12.0,1,1,1,1.0,1,7.0,1,309.52,5,32.0,1874.0,7.5
8400,,15.0,375.0,25.0,,0,0,2,1.0,1,1.0,0,120.0,1,17.0,1108.0,48.0
8401,,10.0,250.0,25.0,,0,0,2,1.0,1,2.0,0,100.0,3,9.0,1108.0,48.0
8402,,5.0,120.0,24.0,,0,0,2,1.0,1,7.0,0,95.83,5,32.0,1004.0,9.0
8403,10.0,7.0,151.0,23.0,10.0,1,1,14,1.0,1,8.0,1,198.68,1,27.0,962.0,7.0
8404,3.0,10.0,133.0,13.3,3.0,1,1,14,1.0,1,4.0,1,146.62,3,11.0,1038.0,10.5
8405,2.0,7.1,123.0,18.0,2.0,1,1,9,1.0,1,6.0,1,217.07,1,23.0,962.0,7.0
8406,2.0,5.0,90.0,18.0,1.0,1,1,14,1.0,1,1.0,0,48.89,5,30.0,1895.0,5.0
8407,,7.5,187.0,52.0,,0,0,2,1.0,1,1.0,0,128.34,3,9.0,1108.0,48.0
8408,6.0,7.5,150.0,20.0,5.0,1,1,8,1.0,1,3.0,1,146.67,1,28.0,1477.0,10.5
8409,,10.0,250.0,25.0,,0,0,2,1.0,1,1.0,0,150.0,1,16.0,1108.0,48.0
8410,,10.0,250.0,25.0,,0,0,2,1.0,1,5.0,0,105.0,1,16.0,1108.0,48.0
8411,,5.0,125.0,25.0,,0,0,2,1.0,1,1.0,0,115.0,1,16.0,1108.0,48.0
8412,,10.0,250.0,25.0,,0,0,2,1.0,1,1.0,0,105.0,1,16.0,1108.0,48.0
8413,,15.0,375.0,25.0,,0,0,2,1.0,1,5.0,0,105.0,3,9.0,1108.0,48.0
8414,4.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,1.0,1,150.0,1,27.0,1412.0,3.0
8415,15.0,4.5,112.0,25.0,6.0,1,1,1,1.0,1,6.0,1,178.57,1,28.0,3.0,21.0
8416,,15.0,375.0,25.0,,0,0,2,1.0,1,5.0,0,101.33,3,9.0,1108.0,48.0
8417,1.0,8.85,170.0,19.41,1.0,1,1,14,1.0,1,6.0,0,200.0,1,25.0,605.0,10.5
8418,3.0,4.8,97.0,20.3,3.0,1,1,14,1.0,1,1.0,1,118.56,3,14.0,514.0,7.0
8419,5.0,4.1,94.0,23.0,5.0,1,1,14,1.0,1,5.0,1,196.81,1,21.0,1445.0,10.5
8420,,10.0,250.0,25.0,,0,0,2,1.0,1,5.0,0,98.0,3,9.0,1108.0,48.0
8421,4.0,5.0,125.0,25.0,4.0,1,1,14,1.0,1,1.0,1,120.0,1,16.0,1108.0,48.0
8422,,5.0,102.0,20.4,,0,0,2,1.0,1,4.0,0,93.14,5,31.0,648.0,7.5
8423,,4.5,72.0,5.5,,0,0,2,1.0,1,2.0,0,36.81,2,5.0,333.0,5.5
8424,,5.0,125.0,25.0,,0,0,2,1.0,1,7.0,0,120.0,1,17.0,1.0,27.5
8425,,5.0,90.0,18.0,,0,0,2,1.0,1,7.0,0,44.44,2,5.0,1906.0,7.5
8426,1.0,5.0,100.0,20.0,1.0,1,1,14,1.0,1,7.0,1,65.0,5,32.0,819.0,5.5
8427,2.0,5.0,75.0,15.0,1.0,1,1,14,1.0,1,2.0,1,43.33,2,5.0,1293.0,5.5
8428,,5.0,85.0,17.0,,0,0,2,1.0,1,7.0,0,48.0,3,15.0,1509.0,7.5
8429,,5.0,113.0,22.6,,0,0,2,1.0,1,2.0,0,64.6,3,15.0,1026.0,10.5
8430,,5.0,85.0,17.1,,0,0,2,1.0,1,3.0,0,45.29,5,30.0,698.0,5.5
8431,2.0,5.0,100.0,20.0,1.0,1,1,14,1.0,1,7.0,1,68.0,5,32.0,1137.0,8.0
8432,4.0,5.0,100.0,20.0,6.0,1,1,14,1.0,1,7.0,1,105.0,5,34.0,1819.0,7.5
8433,,5.0,100.0,20.0,,0,0,2,1.0,1,1.0,0,43.5,2,5.0,1304.0,10.5
8434,,4.5,118.0,26.0,,0,0,2,1.0,1,4.0,0,118.64,1,27.0,,33.0
8435,4.0,15.0,288.0,29.0,3.0,1,1,8,1.0,1,1.0,1,98.96,6,37.0,367.0,7.5
8436,1.0,7.5,189.0,25.0,1.0,1,1,14,1.0,1,5.0,1,111.11,1,27.0,1217.0,15.0
8437,2.0,5.0,70.0,14.0,1.0,1,1,14,1.0,1,7.0,1,40.0,2,5.0,1963.0,5.5
8438,,4.5,72.0,16.0,,0,0,2,1.0,1,1.0,0,41.67,2,5.0,579.0,6.0
8439,,6.0,112.0,18.0,,0,0,2,1.0,1,2.0,0,35.27,2,5.0,577.0,5.5
8440,3.0,5.0,85.0,17.0,1.0,0,0,14,1.0,1,1.0,0,44.71,5,30.0,1121.0,7.5
8441,,5.0,92.0,18.4,,0,0,2,1.0,1,2.0,0,61.96,5,30.0,683.0,11.5
8442,4.0,4.5,72.0,16.0,3.0,1,1,14,1.0,1,7.0,1,62.5,2,5.0,575.0,5.5
8443,3.0,4.5,72.0,16.0,2.0,1,1,14,1.0,1,7.0,1,43.06,2,5.0,508.0,5.5
8444,,5.5,108.0,19.7,,0,0,2,1.0,1,2.0,0,47.22,3,7.0,1126.0,7.5
8445,2.0,5.0,82.0,16.5,2.0,1,1,14,1.0,1,2.0,1,41.46,2,5.0,1010.0,5.5
8446,4.0,5.0,95.0,19.0,3.0,1,1,14,1.0,1,1.0,1,70.53,3,7.0,1912.0,11.0
8447,,5.0,90.0,18.0,,0,0,2,1.0,1,2.0,0,34.44,2,5.0,1964.0,5.5
8448,3.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,3.0,1,36.8,2,5.0,1054.0,6.0
8449,2.0,4.0,70.0,17.5,2.0,1,1,14,1.0,1,7.0,1,52.71,3,14.0,1041.0,5.5
8450,,5.0,85.0,17.0,,0,0,2,1.0,1,2.0,0,36.47,2,5.0,1970.0,5.5
8451,2.0,5.0,90.0,18.0,1.0,1,1,14,1.0,1,7.0,1,35.56,2,5.0,1971.0,5.5
8452,2.0,4.5,72.0,16.0,1.0,1,1,14,1.0,1,7.0,1,41.67,2,5.0,1053.0,5.5
8453,5.0,5.0,100.0,20.0,5.0,1,1,14,1.0,1,7.0,1,98.0,3,15.0,1038.0,10.5
8454,2.0,5.0,75.0,15.0,1.0,1,1,14,1.0,1,2.0,1,51.33,3,7.0,1647.0,5.5
8455,2.0,5.0,100.0,20.0,1.0,0,1,14,1.0,1,5.0,1,90.0,3,15.0,514.0,7.0
8456,,5.0,75.0,15.0,,0,0,2,1.0,0,3.0,0,45.33,2,5.0,770.0,5.5
8457,6.0,5.0,108.0,22.0,6.0,1,1,14,1.0,1,2.0,1,225.93,1,20.0,308.0,10.5
8458,,5.0,90.0,18.0,,0,0,2,1.0,1,7.0,0,33.33,2,5.0,2136.0,5.5
8459,3.0,5.0,87.0,17.0,3.0,1,1,14,1.0,1,1.0,1,51.72,2,5.0,1303.0,7.5
8460,3.0,5.0,70.0,14.0,3.0,1,1,14,1.0,1,2.0,1,57.0,2,5.0,385.0,5.5
8461,4.0,7.5,129.0,17.0,3.0,1,1,14,1.0,1,3.0,1,40.31,4,41.0,2137.0,5.5
8462,4.0,5.0,125.0,25.0,2.0,1,1,14,1.0,1,1.0,1,95.2,1,16.0,1108.0,48.0
8463,4.0,5.0,87.0,17.0,3.0,1,1,14,1.0,1,7.0,1,88.51,5,32.0,1365.0,5.5
8464,,5.0,87.0,17.0,,0,0,2,1.0,1,2.0,0,86.21,5,32.0,1159.0,5.5
8465,3.0,5.2,70.0,14.0,3.0,1,1,14,1.0,1,4.0,1,300.0,3,10.0,705.0,16.0
8466,,5.0,90.0,18.0,,0,0,2,1.0,1,2.0,0,31.67,2,5.0,1964.0,5.5
8467,4.0,5.0,70.0,14.0,3.0,1,1,14,1.0,1,2.0,1,79.29,2,5.0,1951.0,5.5
8468,2.0,4.5,72.0,16.0,2.0,1,1,14,1.0,1,2.0,1,36.11,2,5.0,333.0,5.5
8469,,5.0,104.0,20.0,,0,0,2,1.0,1,2.0,0,92.31,6,36.0,1231.0,7.5
8470,3.0,5.3,350.0,60.0,3.0,1,1,14,1.0,1,4.0,1,67.14,3,11.0,413.0,45.0
8471,,10.0,250.0,25.0,,0,0,2,1.0,1,2.0,0,102.0,3,9.0,1108.0,48.0
8472,2.0,5.0,80.0,16.0,2.0,1,1,14,1.0,1,7.0,1,40.0,2,5.0,577.0,5.5
8473,,5.0,100.0,20.0,,0,0,2,,1,7.0,0,33.0,2,5.0,1720.0,6.0
8474,,9.5,231.0,25.0,,0,0,2,1.0,1,3.0,0,36.8,5,30.0,642.0,7.5
8475,2.0,5.0,90.0,18.0,1.0,1,1,14,1.0,1,3.0,1,76.11,1,27.0,2038.0,7.5
8476,3.0,5.0,85.0,17.0,3.0,1,1,14,1.0,1,3.0,1,55.29,5,30.0,698.0,5.5
8477,4.0,5.0,75.0,15.0,3.0,1,1,14,1.0,1,1.0,1,74.67,2,5.0,1876.0,5.5
8478,,4.5,91.0,21.0,,0,0,2,1.0,1,1.0,0,39.56,2,5.0,395.0,7.5
8479,,7.5,142.0,20.0,,0,0,2,1.0,1,7.0,0,68.31,5,30.0,683.0,11.5
8480,2.0,8.0,142.0,18.0,1.0,1,1,14,1.0,1,3.0,1,31.69,3,7.0,1281.0,5.5
8481,3.0,4.5,72.0,16.0,2.0,1,1,14,1.0,1,2.0,1,46.53,2,5.0,575.0,5.5
8482,2.0,5.0,82.0,16.0,1.0,1,1,14,1.0,1,2.0,1,38.41,2,5.0,1010.0,5.5
8483,4.0,5.0,114.0,22.0,4.0,1,1,14,1.0,1,7.0,1,118.42,6,36.0,304.0,7.5
8484,2.0,6.0,80.0,14.0,1.0,1,1,14,1.0,1,7.0,1,62.5,6,36.0,1694.0,7.5
8485,22.0,4.5,100.0,22.0,8.0,1,1,1,1.0,1,1.0,1,280.0,6,36.0,1152.0,15.0
8486,,5.0,92.0,18.5,,0,0,2,1.0,1,3.0,0,36.96,2,5.0,692.0,5.5
8487,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,76.0,3,8.0,678.0,7.5
8488,3.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,5.0,1,66.4,3,8.0,1108.0,48.0
8489,3.0,5.0,75.0,15.0,2.0,1,1,14,1.0,1,2.0,1,80.0,5,32.0,1556.0,5.5
8490,,5.0,112.0,22.0,,0,0,2,1.0,1,7.0,0,29.46,2,5.0,1720.0,6.0
8491,3.0,4.4,70.0,16.0,3.0,1,1,14,1.0,1,8.0,1,77.14,3,11.0,1446.0,7.0
8492,3.0,5.8,78.0,14.0,3.0,1,1,14,1.0,1,5.0,1,294.87,1,19.0,705.0,16.0
8493,,5.0,80.0,16.0,,0,0,2,1.0,1,3.0,0,28.75,2,5.0,1972.0,5.5
8494,2.0,5.0,100.0,20.0,1.0,1,1,14,1.0,1,7.0,1,35.8,2,5.0,1842.0,6.0
8495,2.0,4.5,101.0,23.0,2.0,1,1,14,1.0,1,7.0,1,41.58,3,7.0,1126.0,7.5
8496,3.0,6.2,138.0,23.0,2.0,1,1,14,1.0,1,2.0,1,126.81,6,36.0,1762.0,7.0
8497,4.0,4.5,90.0,20.0,3.0,1,1,14,1.0,1,8.0,1,122.22,3,9.0,1815.0,11.0
8498,5.0,4.5,106.0,23.0,5.0,1,1,14,1.0,1,3.0,1,245.28,3,13.0,1146.0,16.0
8499,2.0,5.0,91.0,18.0,1.0,1,1,14,1.0,1,7.0,1,36.26,2,5.0,1974.0,5.5
8500,4.0,4.5,84.0,18.5,4.0,1,1,14,1.0,1,1.0,1,172.62,1,21.0,1216.0,8.5
8501,,5.0,90.0,18.0,,0,0,2,1.0,1,7.0,0,37.22,2,5.0,1734.0,7.5
8502,3.0,,61.0,,1.0,1,1,14,1.0,1,,1,49.18,5,30.0,937.0,3.75
8503,1.0,4.5,71.0,,1.0,0,0,14,,0,,0,60.28,5,30.0,703.0,7.5
8504,,5.0,80.0,16.0,,0,0,3,1.0,0,6.0,0,31.88,4,45.0,264.0,5.5
8505,,5.0,100.0,20.0,,0,0,3,1.0,0,5.0,0,24.9,4,45.0,1996.0,5.5
8506,4.0,5.0,100.0,20.0,2.0,1,1,14,1.0,0,8.0,0,38.0,4,45.0,2029.0,5.0
8507,,5.0,100.0,20.0,,0,0,3,1.0,0,2.0,0,28.0,4,45.0,2094.0,5.5
8508,,5.0,90.0,18.0,,0,0,3,1.0,0,6.0,0,29.44,4,45.0,1432.0,5.5
8509,,5.0,150.0,30.0,,0,0,3,1.0,0,8.0,0,16.8,4,45.0,1773.0,5.5
8510,3.0,5.0,115.0,23.0,2.0,0,0,14,1.0,0,5.0,0,37.39,4,45.0,622.0,7.5
8511,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,26.0,4,45.0,805.0,5.5
8512,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,0,5.0,0,46.5,4,45.0,1736.0,10.0
8513,3.0,5.0,96.0,19.0,2.0,1,1,14,1.0,0,8.0,0,35.94,4,45.0,444.0,5.5
8514,,5.0,100.0,20.0,,0,0,3,1.0,0,8.0,0,37.5,4,45.0,608.0,7.5
8515,,6.7,128.0,20.0,,0,0,3,1.0,0,3.0,0,42.19,4,45.0,1621.0,10.5
8516,3.0,4.5,144.0,,2.0,0,0,14,,0,,0,30.56,4,40.0,228.0,5.5
8517,,5.0,90.0,18.0,,0,0,3,1.0,0,8.0,0,27.78,4,45.0,1439.0,5.5
8518,,5.0,90.0,18.0,,0,0,3,1.0,0,8.0,0,27.78,4,45.0,789.0,5.5
8519,3.0,7.0,147.0,21.0,2.0,1,1,14,1.0,1,6.0,1,122.45,6,37.0,1762.0,7.0
8520,,8.0,155.0,20.0,,0,0,3,1.0,0,1.0,0,30.97,4,45.0,1633.0,5.5
8521,1.0,5.0,100.0,20.0,1.0,1,1,14,1.0,0,4.0,0,32.0,4,45.0,804.0,5.5
