,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
13930,2.0,5.0,127.0,25.0,2.0,0,0,14,1.0,0,7.0,0,30.87,6,38.0,868.0,15.0
13931,,5.0,170.0,44.0,,0,0,2,1.0,0,3.0,0,11.18,6,38.0,822.0,6.0
13932,,10.0,200.0,20.0,,0,0,2,1.0,0,2.0,0,50.0,6,37.0,771.0,7.5
13933,1.0,5.0,52.0,10.0,1.0,0,0,9,1.0,0,7.0,0,50.0,1,27.0,1412.0,3.0
13934,,,68.0,15.0,,0,0,2,1.0,0,3.0,0,36.47,6,39.0,1390.0,7.5
13935,3.0,5.0,70.0,14.0,2.0,1,1,9,1.0,1,6.0,1,44.29,3,6.0,1510.0,10.5
13936,,8.0,78.0,10.0,,0,0,2,1.0,0,6.0,0,75.0,5,33.0,1706.0,5.0
13937,,6.0,142.0,24.0,,0,0,2,1.0,0,,0,63.38,5,35.0,1017.0,6.0
13938,7.0,5.0,60.0,12.0,5.0,0,0,14,1.0,0,,0,141.67,6,36.0,1741.0,5.5
13939,,6.0,90.0,15.0,,0,0,2,1.0,0,5.0,0,28.89,6,39.0,987.0,24.0
13940,,5.0,143.0,29.0,,0,0,2,1.0,0,5.0,0,43.36,6,39.0,1693.0,3.0
13941,5.0,5.0,110.0,22.0,3.0,0,0,14,1.0,0,5.0,0,75.45,6,36.0,761.0,10.5
13942,8.0,9.0,220.0,24.0,4.0,0,0,14,1.0,0,,0,129.55,1,27.0,962.0,7.0
13943,22.0,9.0,138.0,17.0,6.0,0,0,9,1.0,0,,0,115.94,1,27.0,742.0,10.0
13944,4.0,5.0,90.0,18.0,4.0,0,0,14,1.0,0,,0,144.44,1,27.0,715.0,8.0
13945,2.0,4.0,64.0,16.0,2.0,0,0,14,1.0,0,,0,60.94,1,27.0,1407.0,5.0
13946,3.0,4.0,48.0,14.0,2.0,0,0,9,1.0,0,,0,51.67,1,16.0,192.0,4.5
13947,,5.0,125.0,25.0,,0,0,2,1.0,0,2.0,0,72.0,3,8.0,1108.0,48.0
13948,,10.0,170.0,17.0,,0,0,2,1.0,0,,0,49.41,6,37.0,1801.0,5.5
13949,,6.0,90.0,15.0,,0,0,2,,0,4.0,0,23.33,4,45.0,1997.0,5.5
13950,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,8.0,0,34.5,4,45.0,444.0,5.5
13951,3.0,6.5,100.0,15.5,2.0,1,1,14,1.0,1,,1,92.0,6,37.0,1529.0,5.0
13952,2.0,5.0,156.0,30.0,1.0,0,0,2,,1,,0,64.1,5,32.0,332.0,7.5
13953,4.0,4.0,69.0,18.0,2.0,1,1,9,1.0,1,,1,47.83,5,35.0,1004.0,9.0
13954,3.0,4.0,70.0,17.5,1.0,1,1,2,1.0,1,,1,52.14,3,14.0,1041.0,5.5
13955,3.0,6.9,50.0,7.1,2.0,1,1,9,1.0,0,,0,42.0,4,44.0,1740.0,5.5
13956,2.0,7.0,63.0,,,0,0,2,,0,,0,28.57,4,44.0,2229.0,4.0
13957,3.0,5.0,110.0,22.0,3.0,1,1,14,1.0,1,6.0,1,56.36,4,45.0,1934.0,27.0
13958,4.0,5.0,83.0,16.5,3.0,1,1,14,1.0,0,,1,47.59,3,7.0,833.0,15.0
13959,4.0,5.0,82.0,16.5,3.0,1,1,9,,1,,1,50.0,3,7.0,833.0,15.0
13960,2.0,4.0,45.0,9.0,1.0,0,0,9,1.0,0,,0,48.44,3,11.0,413.0,45.0
13961,2.0,4.0,45.0,9.0,1.0,1,1,9,1.0,0,,0,48.44,3,11.0,413.0,45.0
13962,,22.0,383.0,18.0,,0,0,2,1.0,1,3.0,0,154.05,5,32.0,766.0,7.5
13963,4.0,5.0,106.0,20.5,3.0,1,1,14,1.0,1,,1,65.57,3,14.0,1949.0,7.5
13964,3.0,5.25,106.0,20.1,3.0,1,1,14,1.0,1,,1,43.3,4,41.0,1418.0,6.0
13965,2.0,4.5,57.0,11.5,1.0,1,1,2,,1,,0,75.44,6,37.0,102.0,3.5
13966,2.0,8.0,156.0,19.0,1.0,1,1,2,1.0,1,,0,83.33,5,34.0,1831.0,7.5
13967,2.0,5.0,45.0,9.0,1.0,0,0,9,,0,,0,49.78,3,11.0,524.0,9.0
13968,3.0,5.0,100.0,20.0,3.0,1,1,14,,1,,1,74.5,6,36.0,990.0,7.5
13969,4.0,10.0,195.0,19.5,3.0,1,1,8,1.0,1,,1,79.49,6,37.0,2015.0,15.0
13970,3.0,6.4,115.0,18.0,2.0,1,1,14,,1,,1,100.0,5,32.0,332.0,7.5
13971,2.0,12.0,412.0,35.0,2.0,1,1,14,1.0,1,,1,82.52,6,37.0,149.0,4.0
13972,3.0,5.0,102.0,20.0,2.0,1,1,14,,1,,1,139.22,6,36.0,1690.0,7.5
13973,3.0,4.2,57.0,13.5,3.0,1,1,9,1.0,1,,1,91.23,6,37.0,1152.0,15.0
13974,,5.0,100.0,20.0,,0,0,2,1.0,0,8.0,0,25.5,7,53.0,2230.0,5.0
13975,,30.0,800.0,,,0,0,2,1.0,0,,0,2.5,7,55.0,,5.0
13976,,5.0,100.0,20.0,,0,0,2,1.0,0,8.0,0,41.5,4,45.0,1621.0,10.5
13977,3.0,5.9,66.0,11.0,2.0,0,0,14,,0,6.0,0,81.06,5,33.0,1959.0,6.0
13978,,15.0,270.0,18.0,,0,0,2,,0,7.0,0,51.11,6,37.0,1074.0,7.5
13979,,27.0,510.0,17.0,,0,0,2,1.0,0,7.0,0,49.02,4,45.0,1998.0,10.0
13980,4.0,3.0,82.0,27.0,3.0,1,1,9,1.0,1,8.0,1,59.15,1,22.0,405.0,7.5
13981,4.0,5.0,86.0,17.2,2.0,1,1,14,1.0,1,6.0,1,133.72,5,32.0,839.0,7.5
13982,3.0,6.0,41.0,7.0,3.0,1,1,14,1.0,1,2.0,1,101.22,3,14.0,1094.0,8.5
13983,3.0,4.0,60.0,15.0,2.0,1,1,9,1.0,0,1.0,1,48.67,3,11.0,413.0,45.0
13984,3.0,4.02,93.0,22.16,2.0,1,1,14,,1,8.0,1,184.95,1,21.0,1540.0,10.5
13985,1.0,5.0,105.0,21.0,1.0,0,0,2,1.0,1,3.0,0,45.71,2,2.0,1108.0,48.0
13986,4.0,4.5,84.0,,3.0,1,1,14,1.0,0,8.0,1,175.0,1,19.0,1216.0,8.5
13987,1.0,10.0,275.0,27.5,1.0,0,0,2,1.0,1,3.0,0,240.0,3,13.0,1146.0,16.0
13988,4.0,6.5,101.0,16.1,2.0,1,1,14,1.0,1,1.0,1,95.05,3,14.0,658.0,10.5
13989,2.0,5.0,75.0,15.0,1.0,1,1,14,1.0,1,1.0,0,56.67,3,8.0,393.0,5.5
13990,4.0,4.5,70.0,14.5,3.0,1,1,14,1.0,0,1.0,1,122.86,3,8.0,1510.0,10.5
13991,3.0,3.1,39.0,13.0,2.0,1,1,9,,0,1.0,1,61.54,3,7.0,1510.0,10.5
13992,4.0,4.9,80.0,16.0,3.0,1,1,14,1.0,0,4.0,1,156.25,3,13.0,1510.0,10.5
13993,,,102.0,,,0,0,2,,0,,0,42.65,6,36.0,911.0,4.0
13994,2.0,4.0,50.0,12.0,2.0,1,1,9,1.0,0,7.0,1,34.4,1,26.0,1600.0,9.0
13995,3.0,6.55,52.0,7.9,1.0,1,1,9,1.0,0,3.0,0,36.54,2,5.0,1084.0,6.0
13996,3.0,4.0,52.0,13.0,2.0,1,1,9,1.0,0,3.0,1,47.12,3,12.0,832.0,9.5
13997,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,3.0,1,63.0,3,7.0,867.0,6.0
13998,4.0,4.0,56.0,12.0,3.0,1,1,9,1.0,0,1.0,1,50.0,3,8.0,1510.0,10.5
13999,2.0,4.0,50.0,7.0,2.0,1,1,9,1.0,0,7.0,1,35.8,1,20.0,1600.0,9.0
14000,3.0,46.0,30.0,7.0,3.0,1,1,9,1.0,0,8.0,1,65.0,1,20.0,435.0,4.5
14001,3.0,6.0,54.0,9.0,3.0,1,1,14,1.0,1,7.0,1,138.89,1,20.0,270.0,4.5
14002,,,204.0,,,0,0,2,,0,,0,75.98,6,37.0,2224.0,7.5
14003,1.0,7.0,123.0,17.0,1.0,0,0,2,1.0,0,8.0,0,50.41,3,14.0,747.0,5.5
14004,4.0,4.0,70.0,,3.0,0,0,14,,0,,0,67.86,1,17.0,1836.0,3.0
14005,,5.0,102.0,,,0,0,2,,0,,0,22.55,4,44.0,2044.0,7.0
14006,2.0,4.0,114.0,,2.0,0,0,9,,0,,0,32.46,4,40.0,1090.0,10.5
14007,2.0,5.0,112.0,,1.0,0,0,14,,0,,0,28.12,4,42.0,1712.0,5.5
14008,,5.0,95.0,,,0,0,2,,0,,0,26.84,4,45.0,,5.0
14009,3.0,5.0,82.0,,3.0,0,0,14,,0,,0,64.63,1,27.0,980.0,5.5
14010,,5.0,100.0,,,0,0,2,,0,,0,34.0,4,45.0,1982.0,7.5
14011,,,82.0,,,0,0,2,,0,,0,53.66,3,15.0,1729.0,7.0
14012,,,107.0,,,0,0,2,,0,,0,55.14,6,39.0,1157.0,7.5
14013,,5.0,90.0,18.0,,0,0,2,,0,,0,50.0,6,39.0,603.0,5.5
14014,,5.0,98.0,19.5,,0,0,2,,0,,0,62.24,4,40.0,1751.0,7.5
14015,,5.5,117.0,21.4,,0,0,2,,0,,0,38.46,6,37.0,1023.0,5.5
14016,,5.0,82.0,16.5,,0,0,2,,0,,0,62.2,6,37.0,2231.0,10.0
14017,,5.0,117.0,23.4,,0,0,2,,0,,0,40.17,6,39.0,2232.0,5.0
14018,,5.0,100.0,20.0,,0,0,2,,0,,0,48.0,6,37.0,771.0,7.5
14019,4.0,5.0,270.0,18.0,3.0,0,0,14,,0,,0,22.22,6,37.0,131.0,7.5
14020,,15.0,300.0,20.0,,0,0,2,,0,,0,45.0,6,37.0,131.0,7.5
14021,,5.4,185.0,31.0,,0,0,2,,0,,0,26.49,6,36.0,761.0,10.5
14022,,5.0,100.0,20.0,,0,0,2,,0,,0,125.0,6,37.0,322.0,15.0
14023,4.0,5.0,110.0,110.0,4.0,0,0,14,,0,,0,67.73,6,37.0,428.0,11.5
14024,,5.0,90.0,18.0,,0,0,2,,0,,0,40.0,6,37.0,2223.0,7.5
14025,,10.0,212.0,21.3,,0,0,2,,0,,0,84.91,6,36.0,761.0,10.5
14026,3.0,5.0,80.0,16.0,2.0,0,0,14,,0,,0,67.5,6,36.0,1694.0,7.5
14027,,15.0,300.0,20.0,,0,0,2,,0,,0,30.33,6,39.0,1658.0,7.5
14028,,7.5,211.0,25.0,,0,0,2,,0,,0,37.91,6,39.0,1512.0,6.5
14029,,5.0,100.0,20.0,,0,0,2,,0,,0,45.0,6,37.0,1193.0,5.5
14030,,5.0,100.0,20.0,,0,0,2,,0,,0,48.5,6,37.0,504.0,7.5
14031,,7.2,132.0,19.0,,0,0,2,,0,,0,54.55,6,37.0,1442.0,7.5
14032,,12.0,204.0,17.0,,0,0,2,,0,,0,84.31,6,37.0,2224.0,7.5
14033,,15.0,270.0,18.0,,0,0,2,,0,,0,51.48,6,37.0,1074.0,7.5
14034,,5.0,100.0,20.0,,0,0,2,,0,,0,53.0,6,37.0,362.0,7.5
14035,3.0,5.0,100.0,20.0,3.0,0,0,8,,0,,0,98.0,5,34.0,1727.0,7.5
14036,,12.0,300.0,25.0,,0,0,2,,0,,0,45.0,4,44.0,,10.0
14037,,10.0,193.0,19.0,,0,0,2,,0,,0,48.96,6,37.0,367.0,7.5
14038,,8.2,290.0,20.5,,0,0,2,1.0,0,4.0,0,157.79,1,21.0,630.0,9.0
14039,,5.0,88.0,17.5,,0,0,2,1.0,0,3.0,0,110.23,5,32.0,1123.0,15.0
14040,,7.0,99.0,17.0,,0,0,2,1.0,0,3.0,0,88.89,5,30.0,1137.0,8.0
14041,3.0,5.0,75.0,15.0,1.0,0,0,14,1.0,0,3.0,0,46.0,2,5.0,770.0,5.5
14042,,5.0,120.0,24.0,,0,0,2,1.0,0,2.0,0,95.83,5,32.0,1004.0,9.0
14043,4.0,4.2,54.0,13.0,3.0,0,0,14,1.0,0,7.0,0,168.52,1,23.0,715.0,8.0
14044,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,71.0,5,32.0,446.0,7.5
14045,4.0,5.0,85.0,17.0,2.0,0,0,14,1.0,0,3.0,0,52.94,5,30.0,698.0,5.5
14046,1.0,7.0,42.0,6.0,1.0,0,0,14,1.0,0,8.0,0,161.9,6,36.0,304.0,7.5
14047,3.0,4.0,64.0,16.0,2.0,0,0,14,1.0,0,6.0,0,109.38,5,32.0,1608.0,3.74
14048,,5.0,80.0,16.0,,0,0,2,1.0,0,2.0,0,81.25,5,33.0,1825.0,5.5
14049,4.0,10.0,250.0,25.0,3.0,0,0,8,1.0,0,7.0,0,111.6,5,34.0,1727.0,7.5
14050,4.0,5.0,112.0,112.0,4.0,1,1,14,1.0,1,2.0,1,57.14,2,5.0,1779.0,7.5
14051,5.0,10.0,250.0,25.0,3.0,0,0,8,1.0,0,1.0,0,86.0,6,37.0,221.0,15.0
14052,3.0,7.7,230.0,22.0,3.0,0,0,8,1.0,0,7.0,0,38.7,2,5.0,449.0,5.5
14053,,5.0,82.0,16.5,,0,0,2,1.0,0,2.0,0,40.24,2,5.0,1010.0,5.5
14054,2.0,4.5,99.0,22.0,,0,0,14,1.0,0,3.0,0,56.57,2,5.0,646.0,10.5
14055,,5.0,111.0,22.25,,0,0,2,1.0,0,1.0,0,53.15,5,32.0,1481.0,5.5
14056,4.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,2.0,0,78.53,3,7.0,1647.0,5.5
14057,,5.0,87.0,17.5,,0,0,2,1.0,0,2.0,0,78.16,5,32.0,1159.0,5.5
14058,,5.0,112.0,22.5,,0,0,2,1.0,0,7.0,0,29.46,2,5.0,1720.0,6.0
14059,,5.0,85.0,17.0,,0,0,2,1.0,0,2.0,0,37.65,2,5.0,1970.0,5.5
14060,3.0,5.0,80.0,16.0,2.0,0,0,2,1.0,0,7.0,0,40.0,2,5.0,577.0,5.5
14061,,4.5,72.0,16.0,,0,0,2,1.0,0,2.0,0,36.81,2,5.0,333.0,5.5
14062,2.0,5.0,75.0,15.0,,0,0,14,1.0,0,3.0,0,48.0,5,31.0,343.0,5.5
14063,2.0,5.0,75.0,15.0,,0,0,14,1.0,0,2.0,0,51.33,3,7.0,1647.0,5.5
14064,2.0,4.5,72.0,16.0,,0,0,14,1.0,0,2.0,0,38.19,2,5.0,333.0,5.5
14065,2.0,5.0,82.0,16.5,2.0,0,0,14,1.0,0,2.0,0,41.46,2,5.0,1010.0,5.5
14066,3.0,5.0,85.0,18.0,3.0,0,0,14,1.0,0,3.0,0,55.29,5,30.0,698.0,5.5
14067,4.0,5.0,120.0,24.0,3.0,0,0,14,1.0,0,3.0,0,75.0,5,32.0,974.0,48.0
14068,3.0,6.23,138.0,23.0,2.0,0,0,14,1.0,0,3.0,0,126.81,6,36.0,1762.0,7.0
14069,,9.5,231.0,25.2,,0,0,2,1.0,0,3.0,0,41.13,5,30.0,642.0,7.5
14070,7.0,5.0,60.0,12.0,4.0,0,0,14,1.0,0,7.0,0,141.67,6,36.0,1741.0,5.5
14071,3.0,4.5,72.0,16.0,3.0,0,0,14,1.0,0,7.0,0,62.5,2,5.0,575.0,5.5
14072,2.0,5.0,75.0,15.0,,0,0,14,1.0,0,2.0,0,44.0,3,7.0,1293.0,5.5
14073,,5.0,105.0,21.0,,0,0,2,1.0,0,1.0,0,30.95,5,30.0,829.0,10.0
14074,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,32.0,2,5.0,1782.0,10.0
14075,9.0,5.0,75.0,14.5,5.0,0,0,14,1.0,0,1.0,0,140.0,6,36.0,110.0,5.5
14076,3.0,5.0,95.0,19.0,3.0,0,0,14,1.0,0,1.0,0,70.53,2,5.0,1912.0,11.0
14077,2.0,5.0,90.0,18.0,,0,0,14,1.0,0,7.0,0,36.67,2,5.0,1971.0,5.5
14078,,7.9,136.0,19.0,,0,0,2,1.0,0,3.0,0,68.38,5,30.0,683.0,11.5
14079,,5.0,90.0,18.0,,0,0,2,1.0,0,7.0,0,43.33,2,5.0,1779.0,7.5
14080,3.0,4.5,70.0,15.5,1.0,0,0,14,1.0,0,7.0,0,45.0,2,5.0,1053.0,5.5
14081,2.0,4.5,72.0,16.0,1.0,0,0,14,1.0,0,2.0,0,38.89,2,5.0,750.0,5.5
14082,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,59.0,5,30.0,829.0,10.0
14083,,5.0,80.0,16.0,,0,0,2,1.0,0,7.0,0,67.5,6,36.0,1694.0,7.5
14084,,5.0,90.0,18.0,,0,0,2,1.0,0,2.0,0,48.33,6,37.0,337.0,7.5
14085,3.0,5.0,110.0,22.0,2.0,0,0,14,1.0,0,2.0,0,86.36,5,32.0,1159.0,5.5
14086,,4.5,90.0,20.0,,0,0,2,1.0,0,3.0,0,205.56,6,36.0,438.0,10.5
14087,,4.5,90.0,20.0,,0,0,2,1.0,0,6.0,0,218.89,1,26.0,3.0,21.0
14088,,10.0,160.0,16.0,,0,0,2,1.0,0,6.0,0,181.25,6,36.0,94.0,7.5
14089,,6.4,120.0,19.0,,0,0,2,1.0,0,3.0,0,73.33,5,31.0,683.0,11.5
14090,,5.0,85.0,17.0,,0,0,2,1.0,0,1.0,0,42.35,5,30.0,1121.0,7.5
14091,,5.0,75.0,15.0,,0,0,2,1.0,0,6.0,0,72.0,5,32.0,1556.0,5.5
14092,,4.5,99.0,22.0,,0,0,2,1.0,0,2.0,0,61.62,2,5.0,646.0,10.5
14093,4.0,5.0,100.0,20.0,1.0,0,0,14,1.0,0,5.0,0,78.0,1,28.0,1415.0,7.5
14094,1.0,5.0,84.0,16.8,1.0,0,0,14,1.0,0,6.0,0,83.33,1,16.0,2038.0,7.5
14095,,4.5,99.0,22.0,,0,0,2,,0,5.0,0,95.96,1,26.0,212.0,5.5
14096,,5.0,100.0,20.0,,0,0,2,,0,2.0,0,42.0,2,5.0,1720.0,6.0
14097,,5.0,75.0,15.0,,0,0,2,1.0,0,1.0,0,44.67,2,5.0,1303.0,7.5
14098,2.0,5.0,125.0,25.0,1.0,0,0,14,1.0,0,7.0,0,50.8,5,30.0,683.0,11.5
14099,3.0,4.5,81.0,18.0,2.0,1,1,14,1.0,1,7.0,1,60.49,6,37.0,1849.0,5.5
14100,,10.0,216.0,21.6,,0,0,2,1.0,0,7.0,0,61.11,2,5.0,677.0,15.0
14101,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,76.0,3,8.0,678.0,7.5
14102,5.0,4.5,84.0,18.5,3.0,0,0,14,1.0,0,2.0,0,172.62,1,21.0,1216.0,8.5
14103,,5.0,90.0,18.0,,0,0,2,1.0,0,2.0,0,222.22,6,36.0,111.0,7.5
14104,2.0,5.0,83.0,16.5,,0,0,14,1.0,0,2.0,0,37.35,2,5.0,1010.0,5.5
14105,,5.5,75.0,13.5,,0,0,2,1.0,0,2.0,0,37.33,2,5.0,1930.0,10.0
14106,3.0,5.0,75.0,15.0,3.0,1,1,14,1.0,1,1.0,1,74.67,2,5.0,1876.0,5.5
14107,,4.5,72.0,16.0,,0,0,2,1.0,0,7.0,0,39.58,2,5.0,750.0,5.5
14108,,4.5,92.0,20.4,,0,0,2,1.0,0,1.0,0,39.13,2,5.0,395.0,7.5
14109,2.0,4.5,81.0,18.0,,0,0,14,1.0,0,1.0,0,37.65,2,5.0,580.0,5.5
14110,3.0,4.5,72.0,16.0,2.0,0,0,14,1.0,0,7.0,0,43.06,2,5.0,508.0,5.5
14111,2.0,5.0,83.0,16.5,2.0,0,0,14,1.0,0,2.0,0,40.96,2,5.0,1010.0,5.5
14112,,5.0,91.0,18.0,,0,0,2,1.0,0,7.0,0,36.26,2,5.0,1010.0,5.5
14113,,5.0,100.0,20.0,,0,0,2,1.0,0,1.0,0,47.0,2,5.0,1304.0,10.5
14114,,5.0,75.0,15.0,,0,0,2,1.0,0,2.0,0,40.67,2,5.0,1969.0,5.5
14115,2.0,4.5,81.0,18.0,,0,0,14,1.0,0,3.0,0,35.19,2,5.0,692.0,5.5
14116,,5.0,90.0,18.0,,0,0,2,1.0,0,7.0,0,36.11,2,5.0,1779.0,7.5
14117,4.0,5.0,70.0,14.0,4.0,1,1,14,1.0,1,3.0,1,82.86,1,28.0,1238.0,5.5
14118,3.0,4.0,50.0,13.0,3.0,1,1,14,1.0,1,6.0,1,140.0,3,14.0,658.0,10.5
14119,1.0,9.3,118.0,11.7,1.0,1,1,14,1.0,1,7.0,1,100.0,2,4.0,1419.0,24.0
14120,4.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,3.0,1,57.6,5,30.0,642.0,7.5
14121,135.0,15.0,615.0,,21.0,0,0,1,1.0,0,,0,813.01,5,33.0,1692.0,15.0
14122,3.0,5.0,108.0,21.5,1.0,1,1,14,1.0,1,4.0,1,48.15,4,40.0,1131.0,5.5
14123,3.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,2.0,1,53.6,2,5.0,1156.0,7.5
14124,3.0,5.0,80.0,19.0,3.0,0,0,9,1.0,0,3.0,0,70.62,3,14.0,1094.0,8.5
14125,3.0,5.0,81.0,18.0,3.0,0,0,14,1.0,0,1.0,0,58.02,2,3.0,402.0,5.5
14126,,5.0,100.0,20.0,,0,0,2,1.0,0,3.0,0,34.0,2,5.0,1782.0,10.0
14127,3.0,4.0,53.0,15.0,3.0,0,0,9,1.0,0,1.0,0,83.96,3,9.0,1510.0,10.5
14128,3.0,4.0,61.0,15.0,3.0,0,0,9,1.0,0,3.0,0,51.64,2,5.0,1419.0,24.0
14129,,5.0,96.0,19.0,,0,0,2,1.0,0,3.0,0,30.73,2,5.0,2233.0,7.5
14130,3.0,4.0,64.0,15.0,3.0,0,0,14,1.0,0,4.0,0,82.03,1,28.0,1408.0,5.5
14131,,5.0,95.0,19.0,,0,0,2,1.0,0,7.0,0,24.74,2,3.0,134.0,8.5
14132,3.0,5.0,75.0,15.0,3.0,0,0,14,1.0,0,1.0,0,58.0,2,5.0,770.0,5.5
14133,,5.0,100.0,20.0,,0,0,2,1.0,0,5.0,0,26.5,4,45.0,327.0,5.5
14134,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,3.0,0,66.5,4,45.0,1715.0,7.5
14135,3.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,3.0,0,65.0,6,37.0,840.0,7.5
14136,3.0,5.0,81.0,18.0,4.0,0,0,14,1.0,0,1.0,0,92.59,1,27.0,1021.0,5.5
14137,3.0,4.0,48.0,12.0,2.0,0,0,9,1.0,0,2.0,0,58.12,3,7.0,1719.0,7.0
14138,3.0,5.0,81.0,17.0,3.0,0,0,14,1.0,0,6.0,0,166.67,1,27.0,742.0,10.0
14139,3.0,5.0,92.0,19.0,3.0,0,0,14,1.0,0,3.0,0,93.48,4,40.0,1747.0,7.5
14140,3.0,4.0,60.0,15.0,2.0,0,0,9,1.0,0,7.0,0,39.17,4,41.0,1418.0,6.0
14141,3.0,4.0,71.0,17.0,2.0,0,0,14,1.0,0,6.0,0,80.28,3,8.0,867.0,6.0
14142,,5.0,110.0,22.0,,0,0,2,1.0,0,7.0,0,26.36,2,5.0,1798.0,7.5
14143,2.0,4.0,63.0,15.0,1.0,0,0,9,1.0,0,3.0,0,39.21,2,4.0,1198.0,6.0
14144,3.0,4.0,31.0,8.0,3.0,0,0,9,1.0,0,1.0,0,77.1,3,15.0,514.0,7.0
14145,,5.0,123.0,25.0,,0,0,2,1.0,0,7.0,0,34.96,2,2.0,1507.0,5.5
14146,4.0,5.0,85.0,17.0,3.0,0,0,14,1.0,0,3.0,0,76.47,4,40.0,1424.0,7.5
14147,3.0,5.0,70.0,14.0,3.0,0,0,14,1.0,0,6.0,0,110.0,1,27.0,1941.0,5.5
14148,3.0,5.0,66.0,14.0,2.0,0,0,14,1.0,0,3.0,0,128.79,1,27.0,962.0,7.0
14149,3.0,4.0,82.0,18.0,2.0,0,0,14,1.0,0,1.0,0,53.05,2,3.0,981.0,10.0
14150,3.0,4.0,76.0,16.0,2.0,0,0,14,1.0,0,7.0,0,69.74,2,5.0,2234.0,5.5
14151,3.0,4.0,63.0,16.0,3.0,0,0,9,1.0,0,4.0,0,67.46,3,15.0,514.0,7.0
14152,,4.0,53.0,14.0,,0,0,2,1.0,0,3.0,0,35.66,3,11.0,413.0,45.0
14153,3.0,4.0,40.0,10.0,2.0,0,0,9,1.0,0,2.0,0,62.0,1,27.0,1412.0,3.0
14154,10.0,4.5,101.0,22.0,4.0,0,0,12,1.0,0,2.0,0,91.09,6,36.0,1233.0,7.0
14155,4.0,4.0,70.0,16.0,4.0,0,0,9,1.0,0,6.0,0,79.86,1,27.0,1412.0,3.0
14156,4.0,5.0,297.0,35.0,3.0,0,0,14,1.0,0,2.0,0,18.5,4,45.0,1995.0,7.5
14157,3.0,4.0,60.0,16.0,2.0,0,0,9,1.0,0,1.0,0,65.83,3,7.0,1051.0,5.5
14158,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,0,2.0,0,40.0,2,3.0,189.0,7.5
14159,4.0,5.0,80.0,17.0,3.0,0,0,14,1.0,0,6.0,0,97.5,1,27.0,1942.0,5.5
14160,3.0,4.0,50.0,15.0,3.0,0,0,9,1.0,0,3.0,0,68.0,5,33.0,1891.0,3.0
14161,,6.5,134.0,21.0,,0,0,2,1.0,0,8.0,0,80.6,4,45.0,1934.0,27.0
14162,2.0,5.0,100.0,20.0,1.0,0,0,14,1.0,0,7.0,0,24.5,2,2.0,1616.0,5.5
14163,3.0,5.0,81.0,18.0,3.0,0,0,14,1.0,0,3.0,0,72.22,3,15.0,421.0,5.5
14164,2.0,4.0,44.0,14.0,1.0,0,0,9,1.0,0,3.0,0,46.59,3,15.0,303.0,5.5
14165,2.0,,50.0,14.0,1.0,0,0,9,1.0,0,7.0,0,37.0,2,4.0,629.0,7.0
14166,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,0,5.0,0,175.0,1,27.0,1217.0,15.0
14167,2.0,4.5,61.0,14.0,1.0,0,0,14,1.0,0,6.0,0,62.3,3,15.0,1495.0,5.0
14168,5.0,5.0,98.0,19.0,3.0,0,0,14,1.0,0,3.0,0,91.84,4,40.0,1560.0,10.5
14169,4.0,10.0,195.0,25.0,3.0,0,0,14,1.0,0,7.0,0,112.82,4,40.0,1751.0,7.5
14170,4.0,5.0,115.0,25.0,3.0,0,0,14,1.0,0,2.0,0,63.48,4,45.0,1738.0,7.5
14171,3.0,4.0,70.0,16.0,3.0,0,0,14,1.0,0,3.0,0,104.29,1,16.0,1448.0,3.2
14172,5.0,4.5,90.0,19.0,4.0,0,0,14,1.0,0,6.0,0,200.0,3,11.0,1815.0,11.0
14173,4.0,5.0,92.0,18.0,3.0,0,0,14,1.0,0,3.0,0,92.39,4,40.0,1747.0,7.5
14174,3.0,4.0,63.0,,3.0,0,0,9,1.0,0,3.0,0,50.0,4,41.0,1418.0,6.0
14175,,4.0,60.0,15.0,,0,0,2,1.0,0,7.0,0,30.83,2,5.0,1419.0,24.0
14176,2.0,5.0,90.0,18.0,2.0,0,0,14,1.0,0,1.0,0,110.56,1,19.0,831.0,9.0
14177,,5.0,100.0,20.0,,0,0,3,1.0,0,4.0,0,26.0,4,45.0,2235.0,5.5
14178,3.0,5.0,69.0,14.0,3.0,0,0,14,1.0,0,1.0,0,68.12,3,14.0,2175.0,8.0
14179,3.0,5.0,81.0,18.0,2.0,0,0,14,1.0,0,1.0,0,53.09,4,42.0,1100.0,5.5
